headline,true_label,predicted_label,confidence,true_label_prob,original_headline
banking royal commission liar loan spotlight,negative,neutral,0.9469,0.0224,banking royal commission to put liar loans in the spotlight
euro expand team,neutral,positive,0.8531,0.1354,euro to be expanded to 24 teams
nutrition education go,positive,neutral,0.9044,0.0546,nutrition education going down well
fast track court reform govt,negative,neutral,0.9231,0.0228,no fast track of court reforms govt
court approves duralie extension,positive,neutral,0.9385,0.0215,court approves duralie mine extension
author claim murray river healthy imagine,neutral,positive,0.8543,0.0938,author claims murray river healthier than imagined
waikerie community pay public hospital repair,negative,neutral,0.5676,0.4188,waikerie community pay public hospital repairs
hill satisfied sub fleet,positive,neutral,0.8802,0.065,hill satisfied with sub fleet
snake catcher plead people kill reptile,positive,negative,0.9339,0.0041,snake catcher pleads for people not to kill reptiles
park victoria protect marine national park,neutral,positive,0.8354,0.1428,parks victoria not protecting marine national parks
bomb explode bangladesh,neutral,negative,0.7077,0.2896,111 bombs explode across bangladesh
human need darkness not,negative,neutral,0.8806,0.0712,why humans need darkness but dont get it
tasmanian green want reduce subsidy forestry tasma,positive,neutral,0.6832,0.2475,the tasmanian greens want to reduce subsidies to forestry tasma
man accuse import liquid ecstasy charge queensland,positive,negative,0.6302,0.3698,man accused of importing liquid ecstasy charged in queensland
sag talk end contract,negative,neutral,0.8403,0.0821,sag talks end with no contract
tourist operator reinvigorate end,positive,neutral,0.7883,0.0914,tourist operators out to reinvigorate top end
bush stand firm iraq despite mount violence,positive,negative,0.8161,0.004,bush stands firm on iraq despite mounting violence
magnificent chase green jacket,positive,neutral,0.9234,0.0671,magnificent seven chasing green jacket
hussey comfortable retirement decision,positive,neutral,0.9016,0.0098,hussey 'very comfortable' with retirement decision
opposition pressure protect butterfly cave,positive,negative,0.5882,0.4116,opposition pressure to protect butterfly caves
water restriction derail mill project,positive,negative,0.7405,0.0598,water restrictions will not derail mill project
record number cattle leave darwin,neutral,positive,0.7551,0.1476,record numbers of cattle leaving darwin
north korea announce increase,neutral,positive,0.6799,0.3118,north korea has announced it is increasing its
fiji pm vow jail overseas dissident planning sedition,negative,neutral,0.7143,0.2743,fiji pm vows to jail overseas dissidents planning sedition
rate hike pay big adelaide budget,negative,neutral,0.6225,0.365,rate hike to pay for big adelaide budget
liquor law protect punch victim perpetrator expert,negative,positive,0.5407,0.4582,liquor laws protect one punch victims perpetrators expert say
embarrassment banking royal commission,negative,neutral,0.922,0.0388,more embarrassment at the banking royal commission
california vote gm labelling,negative,neutral,0.8667,0.0444,california votes no to gm labelling
blaze scar away tourist,negative,neutral,0.8947,0.0883,blaze scaring away tourists
animosity rise telstra govt mail,negative,neutral,0.7915,0.1469,animosity rises between telstra govt after mail out
brett sutton say isolation start case confirm,negative,neutral,0.6193,0.3567,brett sutton says isolation starts when case is confirmed
man die fall overboard southern,negative,neutral,0.9086,0.0815,man dies after falling overboard into southern
plastereds campaign debacle trainer,negative,neutral,0.9457,0.0173,plastereds campaign no debacle trainer
effluent lagoon storage expand,neutral,positive,0.7109,0.2761,effluent lagoon storage to be expanded
parramatta shoot victim curtis cheng gentle man,positive,negative,0.8892,0.017,parramatta shooting victim curtis cheng a gentle man
halve tram speed melbourne crash hotspot monash say,negative,neutral,0.7253,0.2671,halve tram speeds in melbourne crash hotspots monash says
italys coastguard say rescue migrant boat,neutral,positive,0.9685,0.031,italys coastguard says rescuing 3000 migrants on 18 boats
pizza hut peak strange box sit atop darwin house,negative,neutral,0.5339,0.4162,pizza hut peaks strange boxes sitting atop many darwin houses
liberal senator say build federal quarantine brainer,negative,neutral,0.7805,0.1779,liberal senator says building federal quarantine no brainer
ruby jones body image eat disorder dysmorphia,neutral,negative,0.489,0.4413,ruby jones body image eating disorders dysmorphia
high dose flu vaccine stop horror season,positive,negative,0.9982,0.0018,high dose flu vaccine would not stop horror season
nrl alter shoulder charge law,neutral,negative,0.533,0.4478,nrl could alter shoulder charge law again
ohern climb,positive,neutral,0.9218,0.0471,ohern climbs into top 20
newcr shareholder class action launch slater gordon,positive,neutral,0.8612,0.057,newcrest shareholder class action launched by slater and gordon
warship arrive sydney harbour talisman saber exercise,negative,neutral,0.6377,0.339,us warships arrive sydney harbour before talisman saber exercise
opening indian lamb market quick fix,negative,neutral,0.7584,0.1779,opening up of indian lamb market no quick fix
china vice president tip succeed hu jintao,positive,neutral,0.9473,0.039,china vice president tipped to succeed hu jintao
eu ban egyptian seed ecoli outbreak,neutral,negative,0.8852,0.1031,eu bans egyptian seeds after ecoli outbreak
resentment will not help reconcile,negative,positive,0.9877,0.0034,resentment wont help us reconcile
rudd assures coal power industry emission,positive,neutral,0.9277,0.0428,rudd assures coal power industry of emissions
vic asbestosis victim die proud man,positive,negative,0.7353,0.2636,vic asbestosis victim dies a proud man
teen die sydney jail,neutral,negative,0.7441,0.2544,teen dies in sydney jail
charge agebt ayoub drop,neutral,negative,0.9974,0.0001,charge against agebt ayoub dropped
study probe farmer suicide,neutral,negative,0.9436,0.0557,study probes farmer suicides
melbourne gp strongly urge people vaccinate,positive,neutral,0.8902,0.0847,melbourne gp strongly urges people to get vaccinated
sign highlight stormwater pollution,positive,neutral,0.7743,0.2106,signs to highlight stormwater pollution
deaf man bash sentence reduce,positive,neutral,0.6097,0.2864,deaf man's bashing sentence reduced
burma receive un envoy protester death,neutral,negative,0.9752,0.0059,burma to receive un envoy after protester deaths
icc find sangakkara guilty,positive,negative,0.7664,0.0212,icc finds sangakkara not guilty
yemeni mother win travel ban waiver die son,neutral,positive,0.5446,0.0003,yemeni mother wins travel ban waiver to see dying son in us
share analyst roger montgomery say qanta lose,neutral,positive,0.6224,0.0019,share analyst roger montgomery says qantas loses
canberra school subject set shake education overhaul,negative,neutral,0.5647,0.2834,canberra school subjects set for shake up in education overhaul
probe cia custody death,neutral,negative,0.8434,0.1562,us to probe cia custody deaths
unhcr say manus island condition violate law,negative,neutral,0.5758,0.3337,unhcr says manus island conditions violate law
iran protester gather despite warning,neutral,negative,0.9261,0.0005,iran protesters gather despite warnings
barack obama apologise fumble healthcare rollout,positive,neutral,0.3627,0.337,barack obama apologises for fumbled healthcare rollout
world share market close low,neutral,positive,0.7128,0.0247,world share markets close mostly lower
police say proactive approach tackle drug,positive,neutral,0.8583,0.0148,police says proactive approach to tackling drugs
canberra police trial stun gun air marshal,neutral,negative,0.8226,0.156,canberra police trial stun guns for air marshals
rain rob bull big bash victory,negative,neutral,0.6199,0.3522,rain robs bulls of big bash victory
fergie relieve jones fears allay,negative,positive,0.9377,0.021,fergie relieved after jones fears allayed
lehman fire lead san diego,neutral,negative,0.9017,0.0949,lehman fires 62 to lead in san diego
degree warm likely carbon cut,positive,negative,0.8198,0.1799,4 degrees warming likely without carbon cuts
woman jail manslaughter pour petrol friend,neutral,positive,0.722,0.0265,woman jailed for manslaughter after pouring petrol on friend
court tell man die throw exs car,negative,neutral,0.8991,0.0797,court told man died after being thrown from exs car
riverina grain harvest shaping nicely,positive,neutral,0.8074,0.1267,riverina grain harvest shaping up nicely
jordan marries cross dress cage fighter,positive,neutral,0.5103,0.1843,jordan marries cross dressing cage fighter
taxi driver guilty sex assault,positive,negative,0.9945,0.0022,taxi driver not guilty sex assault
nsw mp hide secret life,negative,neutral,0.4502,0.3251,nsw mp hid secret life
prank dj apologise family nurse suicide,positive,negative,0.9785,0.0087,prank call dj apologises to family of nurse who suicided
bali smuggler say friend speak drug,neutral,positive,0.7245,0.0054,bali nine smuggler says friend never spoke of drugs
spain play dirty say socceroo holland,negative,positive,0.6586,0.3389,spain may play dirty says socceroos holland
pms xi india fright,negative,neutral,0.9322,0.0571,pms xi give india a fright
meare reach track sprint semis,positive,neutral,0.8033,0.1412,meares reaches track sprint semis
howard happy haneef detention,positive,negative,0.6396,0.3599,howard happy with haneef detention
pakistans aviation minister confirm malfunction aircraft,negative,neutral,0.9248,0.053,pakistans aviation minister confirms no malfunction in aircraft
slam poet battle championship,negative,positive,0.527,0.473,slam poets battle to take out championship
escape flood melbourne,negative,positive,0.9098,0.0364,no escape from floods for melbourne
durbridge dominate cycling national,positive,negative,0.6668,0.3248,durbridge dominates at cycling nationals
wagga base hospital rebuild time line question,negative,neutral,0.8307,0.1335,wagga base hospital rebuild time line questioned
fear rain boost feral pest breeding,neutral,positive,0.6805,0.0041,fears rain to boost feral pest breeding
job creation rise expert predict,positive,neutral,0.8581,0.0772,job creation on the rise experts predict
sluggish united hold sunderland spur thrash qpr,neutral,positive,0.8379,0.1591,sluggish united held by sunderland; spurs thrash qpr
